"National_Park","Site_Name","Detection_Date","Observer_Initials","Common_Name","Ambient_Noise","Road_Noise","Hemlock_Condition_Score","Detection_Count"
"DEWA","Adams Creek 21",2015-06-30,"SAS","Pileated Woodpecker",58.5,FALSE,3,1
"DEWA","Adams Creek 21",2019-06-14,"BXW","Hairy Woodpecker",44.5,FALSE,4,1
"DEWA","Adams Creek 21",2023-06-19,"SAS","Downy Woodpecker",40.75,FALSE,3,1
"DEWA","Adams Creek 21",2023-06-30,"SAS","Downy Woodpecker",39.25,FALSE,3,1
"DEWA","Adams Creek 21",2025-06-21,"NMF","Red-bellied Woodpecker",38.5,FALSE,3,1
"DEWA","Adams Creek 21",2025-06-27,"SAS","Downy Woodpecker",49,FALSE,3,1
"DEWA","Adams Creek 33",2014-06-10,"MXD","Pileated Woodpecker",51.5,TRUE,2,1
"DEWA","Adams Creek 33",2016-06-29,"NMF","Downy Woodpecker",43,TRUE,3,2
"DEWA","Adams Creek 33",2022-06-20,"NMF","Downy Woodpecker",43,TRUE,4,1
"DEWA","Adams Creek 33",2022-06-20,"NMF","Pileated Woodpecker",47,TRUE,3,1
"DEWA","Adams Creek 33",2022-06-30,"SAS","Downy Woodpecker",43.25,TRUE,3,1
"DEWA","Adams Creek 33",2022-06-30,"SAS","Downy Woodpecker",49.25,TRUE,3,1
"DEWA","Adams Creek 33",2022-06-30,"SAS","Downy Woodpecker",57.25,FALSE,4,1
"DEWA","Adams Creek 33",2022-06-30,"SAS","Downy Woodpecker",57.5,FALSE,4,1
"DEWA","Adams Creek 33",2022-06-30,"SAS","Hairy Woodpecker",57.5,FALSE,4,1
"DEWA","Adams Creek 33",2024-06-16,"SAS","Downy Woodpecker",46.75,TRUE,3,1
"DEWA","Adams Creek 33",2024-06-28,"SAS","Downy Woodpecker",44.25,TRUE,3,1
"DEWA","Adams Creek 33",2024-06-28,"SAS","Downy Woodpecker",47.25,TRUE,3,2
"DEWA","Adams Creek 33",2024-06-28,"SAS","Hairy Woodpecker",42.5,TRUE,3,1
"DEWA","Adams Creek 33",2024-06-28,"SAS","Red-bellied Woodpecker",50.5,FALSE,3,1
"DEWA","Caledonia Creek 13",2014-06-12,"CXR","Hairy Woodpecker",45.75,FALSE,2,1
"DEWA","Caledonia Creek 13",2014-06-25,"MXD","Pileated Woodpecker",51.25,FALSE,3,1
"DEWA","Caledonia Creek 13",2014-06-25,"MXD","Red-bellied Woodpecker",41.5,FALSE,2,1
"DEWA","Caledonia Creek 13",2016-06-21,"SAS","Downy Woodpecker",38.5,FALSE,3,1
"DEWA","Caledonia Creek 13",2016-06-21,"SAS","Pileated Woodpecker",42,FALSE,3,1
"DEWA","Caledonia Creek 13",2016-07-02,"NMF","Downy Woodpecker",43,FALSE,3,1
"DEWA","Caledonia Creek 13",2016-07-02,"NMF","Red-bellied Woodpecker",43,FALSE,3,1
"DEWA","Caledonia Creek 13",2018-06-15,"SAS","Red-bellied Woodpecker",42.5,FALSE,3,2
"DEWA","Caledonia Creek 13",2018-06-22,"SAS","Downy Woodpecker",43,FALSE,3,1
"DEWA","Caledonia Creek 13",2022-06-08,"NMF","Hairy Woodpecker",45.5,FALSE,3,1
"DEWA","Caledonia Creek 13",2022-06-08,"NMF","Red-bellied Woodpecker",50.25,FALSE,3,1
"DEWA","Caledonia Creek 13",2022-06-19,"SAS","Hairy Woodpecker",40,FALSE,3,1
"DEWA","Caledonia Creek 13",2022-06-19,"SAS","Pileated Woodpecker",52,FALSE,3,1
"DEWA","Caledonia Creek 13",2022-06-19,"SAS","Red-bellied Woodpecker",44,FALSE,3,1
"DEWA","Caledonia Creek 13",2024-06-06,"SAS","Red-bellied Woodpecker",37.5,FALSE,3,1
"DEWA","Caledonia Creek 13",2024-06-22,"NMF","Downy Woodpecker",38.75,FALSE,3,2
"DEWA","Caledonia Creek 13",2024-06-22,"NMF","Downy Woodpecker",44.75,FALSE,4,1
"DEWA","Caledonia Creek 13",2024-06-22,"NMF","Downy Woodpecker",45,FALSE,4,1
"DEWA","Caledonia Creek 13",2024-06-22,"NMF","Pileated Woodpecker",44.75,FALSE,4,1
"DEWA","Deckers Creek 03",2016-06-20,"SAS","Downy Woodpecker",36,FALSE,3,1
"DEWA","Deckers Creek 03",2016-06-20,"SAS","Hairy Woodpecker",32,FALSE,3,1
"DEWA","Deckers Creek 03",2016-06-30,"NMF","Downy Woodpecker",41,FALSE,2,2
"DEWA","Deckers Creek 03",2016-06-30,"NMF","Downy Woodpecker",42,FALSE,3,1
"DEWA","Deckers Creek 03",2016-06-30,"NMF","Downy Woodpecker",42.25,FALSE,3,1
"DEWA","Deckers Creek 03",2016-06-30,"NMF","Red-bellied Woodpecker",41,FALSE,2,2
"DEWA","Deckers Creek 03",2018-06-18,"NMF","Hairy Woodpecker",34.5,FALSE,3,1
"DEWA","Deckers Creek 03",2018-06-30,"SAS","Pileated Woodpecker",35,FALSE,3,1
"DEWA","Deckers Creek 03",2018-06-30,"SAS","Red-bellied Woodpecker",35,FALSE,3,1
"DEWA","Deckers Creek 03",2022-06-11,"SAS","Downy Woodpecker",38,FALSE,3,1
"DEWA","Deckers Creek 03",2022-06-11,"SAS","Downy Woodpecker",47.75,FALSE,3,1
"DEWA","Deckers Creek 03",2022-06-11,"SAS","Pileated Woodpecker",38.25,FALSE,3,1
"DEWA","Deckers Creek 03",2022-06-11,"SAS","Red-bellied Woodpecker",47.75,FALSE,3,1
"DEWA","Deckers Creek 03",2024-06-26,"NMF","Downy Woodpecker",35,FALSE,3,1
"DEWA","Deckers Creek 03",2024-06-26,"NMF","Downy Woodpecker",39,FALSE,3,1
"DEWA","Deckers Creek 03",2024-06-26,"NMF","Pileated Woodpecker",35,FALSE,3,2
"DEWA","Deckers Creek 03",2024-06-26,"NMF","Pileated Woodpecker",39,FALSE,3,1
"DEWA","Deckers Creek 03",2024-06-26,"NMF","Pileated Woodpecker",41.25,FALSE,3,1
"DEWA","Deckers Creek 03",2024-06-26,"NMF","Red-bellied Woodpecker",41.25,FALSE,3,1
"DEWA","Dingmans Creek 05",2014-06-11,"CXR","Red-bellied Woodpecker",45.5,TRUE,0,1
"DEWA","Dingmans Creek 05",2014-06-24,"MXD","Red-bellied Woodpecker",47,TRUE,0,1
"DEWA","Dingmans Creek 05",2016-06-22,"SAS","Downy Woodpecker",35.75,TRUE,0,1
"DEWA","Dingmans Creek 05",2016-06-22,"SAS","Downy Woodpecker",36.25,TRUE,0,1
"DEWA","Dingmans Creek 05",2016-06-22,"SAS","Downy Woodpecker",41.25,FALSE,2,1
"DEWA","Dingmans Creek 05",2016-07-01,"NMF","Downy Woodpecker",45,FALSE,0,3
"DEWA","Dingmans Creek 05",2016-07-01,"NMF","Pileated Woodpecker",43.5,TRUE,0,1
"DEWA","Dingmans Creek 05",2016-07-01,"NMF","Pileated Woodpecker",44.5,TRUE,0,1
"DEWA","Dingmans Creek 05",2018-06-30,"NMF","Downy Woodpecker",48,FALSE,2,2
"DEWA","Dingmans Creek 05",2018-06-30,"NMF","Red-bellied Woodpecker",45.75,FALSE,0,1
"DEWA","Dingmans Creek 05",2022-06-10,"NMF","Downy Woodpecker",49.75,FALSE,1,1
"DEWA","Dingmans Creek 05",2022-06-10,"NMF","Pileated Woodpecker",44.25,FALSE,0,1
"DEWA","Dingmans Creek 05",2022-06-10,"NMF","Red-bellied Woodpecker",44.75,FALSE,0,1
"DEWA","Dingmans Creek 05",2022-06-21,"SAS","Red-bellied Woodpecker",40.75,TRUE,3,1
"DEWA","Dingmans Creek 05",2024-06-14,"NMF","Downy Woodpecker",41,FALSE,3,1
"DEWA","Dingmans Creek 05",2024-06-14,"NMF","Downy Woodpecker",41.5,FALSE,0,1
"DEWA","Dingmans Creek 05",2024-06-14,"NMF","Downy Woodpecker",42,FALSE,3,1
"DEWA","Dingmans Creek 05",2024-06-14,"NMF","Pileated Woodpecker",41.75,FALSE,0,1
"DEWA","Dingmans Creek 05",2024-06-14,"NMF","Pileated Woodpecker",42,TRUE,0,2
"DEWA","Dingmans Creek 05",2024-06-27,"SAS","Downy Woodpecker",45.75,FALSE,3,1
"DEWA","Dingmans Creek 05",2024-06-27,"SAS","Red-bellied Woodpecker",45.25,TRUE,3,1
"DEWA","Dingmans Creek 30",2017-06-29,"MJT","Hairy Woodpecker",47,FALSE,3,1
"DEWA","Dingmans Creek 30",2019-06-10,"BXW","Downy Woodpecker",51.25,FALSE,3,1
"DEWA","Dingmans Creek 30",2023-06-07,"NMF","Red-bellied Woodpecker",36.5,FALSE,3,1
"DEWA","Dingmans Creek 30",2023-06-07,"NMF","Red-bellied Woodpecker",51.5,FALSE,4,1
"DEWA","Dingmans Creek 30",2023-06-23,"SAS","Downy Woodpecker",40.5,FALSE,3,1
"DEWA","Dingmans Creek 30",2023-06-23,"SAS","Hairy Woodpecker",39.5,FALSE,3,1
"DEWA","Dingmans Creek 30",2023-06-23,"SAS","Pileated Woodpecker",39.25,FALSE,3,1
"DEWA","Dingmans Creek 30",2023-06-23,"SAS","Pileated Woodpecker",39.5,FALSE,3,1
"DEWA","Dingmans Creek 30",2025-06-25,"SAS","Downy Woodpecker",42.5,FALSE,3,1
"DEWA","Dingmans Creek 30",2025-06-25,"SAS","Downy Woodpecker",43.25,FALSE,3,1
"DEWA","Dingmans Creek 30",2025-06-25,"SAS","Hairy Woodpecker",40.25,FALSE,3,1
"DEWA","Dingmans Creek 30",2025-06-25,"SAS","Red-bellied Woodpecker",40.25,FALSE,3,1
"DEWA","Dingmans Creek 30",2025-06-25,"SAS","Red-bellied Woodpecker",43.25,FALSE,3,1
"DEWA","Dingmans Creek 30",2025-06-25,"SAS","Red-bellied Woodpecker",44,FALSE,3,1
"DEWA","Dingmans Creek 39",2014-06-11,"MXD","Hairy Woodpecker",45.75,FALSE,1,1
"DEWA","Dingmans Creek 39",2014-06-11,"MXD","Hairy Woodpecker",47,FALSE,1,1
"DEWA","Dingmans Creek 39",2014-06-24,"CXR","Downy Woodpecker",42.5,FALSE,2,1
"DEWA","Dingmans Creek 39",2014-06-24,"CXR","Downy Woodpecker",44,FALSE,1,1
"DEWA","Dingmans Creek 39",2014-06-24,"CXR","Pileated Woodpecker",40.75,FALSE,1,1
"DEWA","Dingmans Creek 39",2016-06-22,"NMF","Downy Woodpecker",41,FALSE,3,2
"DEWA","Dingmans Creek 39",2016-06-22,"NMF","Hairy Woodpecker",41,FALSE,3,1
"DEWA","Dingmans Creek 39",2016-06-22,"NMF","Hairy Woodpecker",41.5,FALSE,3,1
"DEWA","Dingmans Creek 39",2016-06-22,"NMF","Red-bellied Woodpecker",39,FALSE,3,1
"DEWA","Dingmans Creek 39",2016-06-22,"NMF","Red-bellied Woodpecker",41,FALSE,3,3
"DEWA","Dingmans Creek 39",2016-07-01,"SAS","Downy Woodpecker",40.5,FALSE,2,3
"DEWA","Dingmans Creek 39",2016-07-01,"SAS","Hairy Woodpecker",41.5,FALSE,3,1
"DEWA","Dingmans Creek 39",2016-07-01,"SAS","Red-bellied Woodpecker",40.5,FALSE,2,1
"DEWA","Dingmans Creek 39",2018-06-16,"NMF","Downy Woodpecker",44,FALSE,3,1
"DEWA","Dingmans Creek 39",2018-06-28,"NMF","Downy Woodpecker",44,FALSE,3,1
"DEWA","Dingmans Creek 39",2018-06-28,"NMF","Red-bellied Woodpecker",46.25,FALSE,3,1
"DEWA","Dingmans Creek 39",2022-06-22,"NMF","Downy Woodpecker",48.25,FALSE,4,1
"DEWA","Dingmans Creek 39",2024-06-17,"SAS","Hairy Woodpecker",47.75,FALSE,3,1
"DEWA","Dingmans Creek 39",2024-06-17,"SAS","Hairy Woodpecker",48,FALSE,3,1
"DEWA","Dingmans Creek 39",2024-06-27,"NMF","Downy Woodpecker",49.5,FALSE,3,2
"DEWA","Dingmans Creek 39",2024-06-27,"NMF","Downy Woodpecker",49.75,FALSE,3,1
"DEWA","Dingmans Creek 39",2024-06-27,"NMF","Hairy Woodpecker",49.75,FALSE,3,1
"DEWA","Dingmans Creek 57",2014-06-11,"MXD","Hairy Woodpecker",60,TRUE,1,1
"DEWA","Dingmans Creek 57",2014-06-11,"MXD","Pileated Woodpecker",51.75,TRUE,1,1
"DEWA","Dingmans Creek 57",2016-06-22,"NMF","Downy Woodpecker",43.5,TRUE,3,1
"DEWA","Dingmans Creek 57",2016-06-22,"NMF","Downy Woodpecker",45,TRUE,2,2
"DEWA","Dingmans Creek 57",2016-06-22,"NMF","Hairy Woodpecker",46.75,TRUE,3,1
"DEWA","Dingmans Creek 57",2016-06-30,"SAS","Downy Woodpecker",43.75,TRUE,2,2
"DEWA","Dingmans Creek 57",2016-06-30,"SAS","Downy Woodpecker",54.25,TRUE,3,1
"DEWA","Dingmans Creek 57",2016-06-30,"SAS","Downy Woodpecker",54.5,TRUE,3,1
"DEWA","Dingmans Creek 57",2016-06-30,"SAS","Pileated Woodpecker",44.5,TRUE,2,1
"DEWA","Dingmans Creek 57",2022-06-10,"SAS","Red-bellied Woodpecker",54.75,TRUE,2,1
"DEWA","Dingmans Creek 57",2022-06-21,"NMF","Downy Woodpecker",45.5,TRUE,1,1
"DEWA","Dingmans Creek 57",2022-06-21,"NMF","Downy Woodpecker",57.25,TRUE,1,1
"DEWA","Dingmans Creek 57",2022-06-21,"NMF","Hairy Woodpecker",46,TRUE,1,1
"DEWA","Dingmans Creek 57",2024-06-16,"NMF","Downy Woodpecker",44.25,TRUE,3,1
"DEWA","Dingmans Creek 57",2024-06-16,"NMF","Downy Woodpecker",57.25,FALSE,3,2
"DEWA","Dingmans Creek 57",2024-06-16,"NMF","Red-bellied Woodpecker",47.25,TRUE,3,1
"DEWA","Dingmans Creek 57",2024-06-28,"SAS","Downy Woodpecker",44,TRUE,3,2
"DEWA","Dingmans Creek 57",2024-06-28,"SAS","Downy Woodpecker",47,TRUE,3,1
"DEWA","Dingmans Creek 57",2024-06-28,"SAS","Downy Woodpecker",55.25,TRUE,3,1
"DEWA","Dunnfield Creek 03",2014-06-12,"MXD","Red-bellied Woodpecker",59.75,TRUE,3,1
"DEWA","Dunnfield Creek 03",2016-06-21,"NMF","Downy Woodpecker",50.25,TRUE,4,1
"DEWA","Dunnfield Creek 03",2018-06-15,"NMF","Hairy Woodpecker",52.25,TRUE,3,1
"DEWA","Dunnfield Creek 03",2018-06-22,"NMF","Downy Woodpecker",55.5,TRUE,0,1
"DEWA","Dunnfield Creek 03",2018-06-22,"NMF","Downy Woodpecker",59.25,TRUE,0,1
"DEWA","Dunnfield Creek 03",2022-06-08,"SAS","Pileated Woodpecker",62,TRUE,3,1
"DEWA","Dunnfield Creek 03",2022-06-19,"NMF","Downy Woodpecker",52,TRUE,0,1
"DEWA","Dunnfield Creek 03",2024-06-22,"SAS","Downy Woodpecker",52.75,TRUE,3,1
"DEWA","Dunnfield Creek 03",2024-06-22,"SAS","Downy Woodpecker",53,TRUE,3,1
"DEWA","Dunnfield Creek 03",2024-06-22,"SAS","Downy Woodpecker",55.5,TRUE,3,1
"DEWA","Dunnfield Creek 03",2024-06-22,"SAS","Red-bellied Woodpecker",55.25,TRUE,3,1
"DEWA","Dunnfield Creek 03",2024-06-22,"SAS","Red-bellied Woodpecker",55.5,TRUE,3,1
"DEWA","Dunnfield Creek 26",2015-06-19,"SAS","Hairy Woodpecker",51.5,FALSE,3,2
"DEWA","Dunnfield Creek 26",2017-06-21,"KMS","Pileated Woodpecker",45.75,FALSE,3,1
"DEWA","Dunnfield Creek 26",2017-06-21,"KMS","Pileated Woodpecker",46,FALSE,3,1
"DEWA","Dunnfield Creek 26",2017-07-03,"MJT","Downy Woodpecker",39.25,FALSE,3,1
"DEWA","Dunnfield Creek 26",2017-07-03,"MJT","Red-bellied Woodpecker",38.5,FALSE,3,1
"DEWA","Dunnfield Creek 26",2019-06-12,"BXW","Pileated Woodpecker",48.25,FALSE,4,1
"DEWA","Dunnfield Creek 26",2023-06-11,"SAS","Hairy Woodpecker",37.5,FALSE,3,1
"DEWA","Dunnfield Creek 26",2023-06-11,"SAS","Pileated Woodpecker",36.5,FALSE,3,1
"DEWA","Dunnfield Creek 26",2023-06-11,"SAS","Pileated Woodpecker",36.75,FALSE,3,1
"DEWA","Dunnfield Creek 26",2023-06-11,"SAS","Red-bellied Woodpecker",36.5,FALSE,3,1
"DEWA","Dunnfield Creek 26",2023-06-11,"SAS","Red-bellied Woodpecker",36.75,FALSE,3,1
"DEWA","Dunnfield Creek 26",2025-06-16,"SAS","Pileated Woodpecker",42.75,FALSE,3,1
"DEWA","Dunnfield Creek 26",2025-06-16,"SAS","Red-bellied Woodpecker",39.75,FALSE,3,1
"DEWA","Dunnfield Creek 26",2025-06-23,"NMF","Downy Woodpecker",47.5,FALSE,3,1
"DEWA","Dunnfield Creek 26",2025-06-23,"NMF","Pileated Woodpecker",45.5,FALSE,3,1
"DEWA","Hornbecks Creek 15",2017-06-17,"KMS","Downy Woodpecker",41.25,FALSE,3,1
"DEWA","Hornbecks Creek 15",2017-06-17,"KMS","Downy Woodpecker",42,FALSE,3,1
"DEWA","Hornbecks Creek 15",2017-06-28,"MJT","Downy Woodpecker",40.5,FALSE,3,2
"DEWA","Hornbecks Creek 15",2019-06-24,"BXW","Pileated Woodpecker",43,FALSE,3,1
"DEWA","Hornbecks Creek 15",2023-06-10,"SAS","Downy Woodpecker",39.25,FALSE,3,1
"DEWA","Hornbecks Creek 15",2023-06-10,"SAS","Pileated Woodpecker",39,FALSE,3,1
"DEWA","Hornbecks Creek 15",2025-06-19,"NMF","Downy Woodpecker",52.75,FALSE,3,1
"DEWA","Hornbecks Creek 15",2025-06-19,"NMF","Pileated Woodpecker",53,FALSE,3,1
"DEWA","Hornbecks Creek 15",2025-06-28,"SAS","Downy Woodpecker",40.5,FALSE,3,1
"DEWA","Hornbecks Creek 15",2025-06-28,"SAS","Hairy Woodpecker",37.5,FALSE,3,1
"DEWA","Hornbecks Creek 15",2025-06-28,"SAS","Pileated Woodpecker",37.5,FALSE,3,1
"DEWA","Hornbecks Creek 15",2025-06-28,"SAS","Pileated Woodpecker",38.5,FALSE,3,2
"DEWA","Hornbecks Creek 15",2025-06-28,"SAS","Red-bellied Woodpecker",40.5,FALSE,3,1
"DEWA","Little Bushkill Creek 01",2014-06-16,"MXD","Pileated Woodpecker",52.5,FALSE,2,1
"DEWA","Little Bushkill Creek 01",2014-06-16,"MXD","Red-bellied Woodpecker",50.75,FALSE,0,1
"DEWA","Little Bushkill Creek 01",2014-06-27,"CXR","Pileated Woodpecker",44.25,FALSE,3,1
"DEWA","Little Bushkill Creek 01",2014-06-27,"CXR","Pileated Woodpecker",44.5,FALSE,3,1
"DEWA","Little Bushkill Creek 01",2014-06-27,"CXR","Pileated Woodpecker",48,FALSE,0,1
"DEWA","Little Bushkill Creek 01",2014-06-27,"CXR","Pileated Woodpecker",50.75,TRUE,0,1
"DEWA","Little Bushkill Creek 01",2016-06-13,"NMF","Downy Woodpecker",52.5,FALSE,0,1
"DEWA","Little Bushkill Creek 01",2016-06-13,"NMF","Red-bellied Woodpecker",52.5,FALSE,0,1
"DEWA","Little Bushkill Creek 01",2016-06-23,"SAS","Downy Woodpecker",41,FALSE,0,1
"DEWA","Little Bushkill Creek 01",2016-06-23,"SAS","Downy Woodpecker",45,TRUE,2,1
"DEWA","Little Bushkill Creek 01",2016-06-23,"SAS","Red-bellied Woodpecker",41,TRUE,3,1
"DEWA","Little Bushkill Creek 01",2016-06-23,"SAS","Red-bellied Woodpecker",41.5,FALSE,0,1
"DEWA","Little Bushkill Creek 01",2016-06-23,"SAS","Red-bellied Woodpecker",41.5,TRUE,3,1
"DEWA","Little Bushkill Creek 01",2018-06-19,"SAS","Red-bellied Woodpecker",48.25,TRUE,3,1
"DEWA","Little Bushkill Creek 01",2018-07-01,"NMF","Downy Woodpecker",53.5,FALSE,0,2
"DEWA","Little Bushkill Creek 01",2018-07-01,"NMF","Downy Woodpecker",53.75,FALSE,0,1
"DEWA","Little Bushkill Creek 01",2022-06-12,"NMF","Red-bellied Woodpecker",47.25,FALSE,0,1
"DEWA","Little Bushkill Creek 01",2022-06-12,"NMF","Red-bellied Woodpecker",47.25,FALSE,2,1
"DEWA","Little Bushkill Creek 01",2022-06-12,"NMF","Red-bellied Woodpecker",48,FALSE,2,1
"DEWA","Little Bushkill Creek 01",2022-06-29,"NMF","Hairy Woodpecker",45.5,FALSE,0,1
"DEWA","Little Bushkill Creek 01",2022-06-29,"NMF","Pileated Woodpecker",53.5,TRUE,0,1
"DEWA","Little Bushkill Creek 01",2024-06-13,"SAS","Hairy Woodpecker",51,TRUE,0,1
"DEWA","Little Bushkill Creek 01",2024-06-13,"SAS","Pileated Woodpecker",51.25,TRUE,0,1
"DEWA","Little Bushkill Creek 01",2024-06-13,"SAS","Red-bellied Woodpecker",45,TRUE,0,1
"DEWA","Little Bushkill Creek 01",2024-06-13,"SAS","Red-bellied Woodpecker",46.75,FALSE,3,1
"DEWA","Little Bushkill Creek 01",2024-06-13,"SAS","Red-bellied Woodpecker",51.25,TRUE,0,2
"DEWA","Little Bushkill Creek 01",2024-06-24,"NMF","Downy Woodpecker",45.25,FALSE,3,4
"DEWA","Little Bushkill Creek 01",2024-06-24,"NMF","Downy Woodpecker",51.5,TRUE,0,1
"DEWA","Little Bushkill Creek 01",2024-06-24,"NMF","Downy Woodpecker",52.25,TRUE,0,1
"DEWA","Little Bushkill Creek 01",2024-06-24,"NMF","Red-bellied Woodpecker",46.75,FALSE,0,1
"DEWA","Little Bushkill Creek 01",2024-06-24,"NMF","Red-bellied Woodpecker",47.75,FALSE,0,1
"DEWA","Mill Creek 12 (DEWA)",2017-06-17,"MJT","Pileated Woodpecker",38.25,FALSE,3,1
"DEWA","Mill Creek 12 (DEWA)",2017-06-28,"KMS","Pileated Woodpecker",41.25,FALSE,2,1
"DEWA","Mill Creek 12 (DEWA)",2017-06-28,"KMS","Pileated Woodpecker",59.25,FALSE,3,1
"DEWA","Mill Creek 12 (DEWA)",2023-06-10,"NMF","Pileated Woodpecker",40.5,FALSE,4,1
"DEWA","Mill Creek 12 (DEWA)",2023-06-10,"NMF","Red-bellied Woodpecker",35,FALSE,3,1
"DEWA","Mill Creek 12 (DEWA)",2025-06-19,"SAS","Downy Woodpecker",46.5,FALSE,3,1
"DEWA","Mill Creek 12 (DEWA)",2025-06-19,"SAS","Pileated Woodpecker",46.5,FALSE,3,1
"DEWA","Mill Creek 25",2014-06-14,"MXD","Downy Woodpecker",49.25,FALSE,1,1
"DEWA","Mill Creek 25",2014-06-26,"CXR","Downy Woodpecker",37.5,FALSE,1,1
"DEWA","Mill Creek 25",2014-06-26,"CXR","Red-bellied Woodpecker",40,FALSE,0,1
"DEWA","Mill Creek 25",2016-06-16,"NMF","Downy Woodpecker",36.5,FALSE,1,1
"DEWA","Mill Creek 25",2016-06-16,"NMF","Downy Woodpecker",37,FALSE,1,1
"DEWA","Mill Creek 25",2016-06-28,"SAS","Pileated Woodpecker",36,TRUE,1,1
"DEWA","Mill Creek 25",2018-06-17,"NMF","Downy Woodpecker",39.75,FALSE,0,1
"DEWA","Mill Creek 25",2018-06-17,"NMF","Downy Woodpecker",40,FALSE,0,2
"DEWA","Mill Creek 25",2018-06-17,"NMF","Red-bellied Woodpecker",34.75,FALSE,0,1
"DEWA","Mill Creek 25",2018-06-26,"SAS","Red-bellied Woodpecker",35,FALSE,2,1
"DEWA","Mill Creek 25",2018-06-26,"SAS","Red-bellied Woodpecker",36.25,FALSE,0,2
"DEWA","Mill Creek 25",2022-06-28,"SAS","Hairy Woodpecker",43.25,TRUE,0,1
"DEWA","Mill Creek 25",2024-06-07,"SAS","Pileated Woodpecker",38,FALSE,2,1
"DEWA","Mill Creek 25",2024-06-07,"SAS","Red-bellied Woodpecker",38,FALSE,2,1
"DEWA","Mill Creek 25",2024-06-21,"NMF","Downy Woodpecker",40.5,FALSE,0,1
"DEWA","Mill Creek 25",2024-06-21,"NMF","Downy Woodpecker",41,FALSE,0,2
"DEWA","Mill Creek 25",2024-06-21,"NMF","Pileated Woodpecker",37.25,FALSE,3,2
"DEWA","Mill Creek 25",2024-06-21,"NMF","Pileated Woodpecker",41,FALSE,0,1
"DEWA","Raymondskill Creek 13",2017-06-22,"MJT","Downy Woodpecker",44,FALSE,3,1
"DEWA","Raymondskill Creek 13",2019-06-22,"MJT","Pileated Woodpecker",59,FALSE,3,1
"DEWA","Raymondskill Creek 13",2023-06-18,"NMF","Pileated Woodpecker",47,FALSE,3,1
"DEWA","Sand Hill Creek 08",2015-06-09,"SAS","Hairy Woodpecker",49.25,TRUE,0,2
"DEWA","Sand Hill Creek 08",2015-06-09,"SAS","Hairy Woodpecker",50.75,TRUE,0,1
"DEWA","Sand Hill Creek 08",2015-06-19,"NMF","Red-bellied Woodpecker",50,TRUE,0,1
"DEWA","Sand Hill Creek 08",2015-06-19,"NMF","Red-bellied Woodpecker",50.5,TRUE,0,1
"DEWA","Sand Hill Creek 08",2017-06-23,"MJT","Downy Woodpecker",51.5,TRUE,0,1
"DEWA","Sand Hill Creek 08",2017-06-23,"MJT","Pileated Woodpecker",48.5,TRUE,0,1
"DEWA","Sand Hill Creek 08",2017-06-23,"MJT","Pileated Woodpecker",51.5,TRUE,0,1
"DEWA","Sand Hill Creek 08",2017-07-01,"KMS","Downy Woodpecker",42.25,TRUE,0,1
"DEWA","Sand Hill Creek 08",2017-07-01,"KMS","Downy Woodpecker",48.75,TRUE,0,1
"DEWA","Sand Hill Creek 08",2019-06-12,"MJT","Downy Woodpecker",54.5,TRUE,3,1
"DEWA","Sand Hill Creek 08",2019-06-25,"BXW","Downy Woodpecker",49.5,TRUE,0,1
"DEWA","Sand Hill Creek 08",2023-06-09,"NMF","Red-bellied Woodpecker",48.25,TRUE,2,1
"DEWA","Sand Hill Creek 08",2023-06-09,"NMF","Red-bellied Woodpecker",58,TRUE,3,1
"DEWA","Sand Hill Creek 08",2023-06-29,"SAS","Downy Woodpecker",49.5,TRUE,0,1
"DEWA","Sand Hill Creek 08",2025-06-22,"SAS","Downy Woodpecker",41.75,TRUE,3,2
"DEWA","Sand Hill Creek 08",2025-06-22,"SAS","Downy Woodpecker",42.25,TRUE,3,1
"DEWA","Spackmans Creek 08",2016-06-28,"NMF","Downy Woodpecker",36.5,FALSE,3,2
"DEWA","Spackmans Creek 08",2016-06-28,"NMF","Red-bellied Woodpecker",36.5,FALSE,3,1
"DEWA","Spackmans Creek 08",2018-06-17,"SAS","Downy Woodpecker",39.75,FALSE,3,1
"DEWA","Spackmans Creek 08",2018-06-17,"SAS","Hairy Woodpecker",40.25,TRUE,3,1
"DEWA","Spackmans Creek 08",2018-06-17,"SAS","Pileated Woodpecker",40.5,TRUE,3,1
"DEWA","Spackmans Creek 08",2018-06-17,"SAS","Red-bellied Woodpecker",40.25,TRUE,3,1
"DEWA","Spackmans Creek 08",2018-06-26,"NMF","Downy Woodpecker",34.25,FALSE,3,1
"DEWA","Spackmans Creek 08",2018-06-26,"NMF","Downy Woodpecker",34.5,FALSE,3,1
"DEWA","Spackmans Creek 08",2018-06-26,"NMF","Pileated Woodpecker",34.5,FALSE,3,1
"DEWA","Spackmans Creek 08",2018-06-26,"NMF","Red-bellied Woodpecker",34,FALSE,3,1
"DEWA","Spackmans Creek 08",2018-06-26,"NMF","Red-bellied Woodpecker",35,FALSE,2,1
"DEWA","Spackmans Creek 08",2022-06-13,"SAS","Downy Woodpecker",47.5,TRUE,3,1
"DEWA","Spackmans Creek 08",2022-06-13,"SAS","Red-bellied Woodpecker",47.5,TRUE,3,1
"DEWA","Spackmans Creek 08",2022-06-28,"NMF","Hairy Woodpecker",38,FALSE,4,1
"DEWA","Spackmans Creek 08",2022-06-28,"NMF","Red-bellied Woodpecker",36,FALSE,4,1
