"National_Park","Site_Name","Year","Ambient_Noise","Road_Noise","Common_Name","Hemlock_Condition_Score","Latitude","Longitude"
"DEWA","Vancampens Brook 43",2016,37.5,FALSE,"Downy Woodpecker",0,41.072346,-74.963295
"DEWA","Vancampens Brook 43",2016,37.5,FALSE,"Downy Woodpecker",0,41.072346,-74.963295
"DEWA","Vancampens Brook 43",2016,37.5,FALSE,"Downy Woodpecker",0,41.072346,-74.963295
"DEWA","Vancampens Brook 43",2016,38,TRUE,"Downy Woodpecker",0,41.072346,-74.963295
"DEWA","Vancampens Brook 43",2018,36,FALSE,"Pileated Woodpecker",0,41.072346,-74.963295
"DEWA","Vancampens Brook 43",2018,36,FALSE,"Pileated Woodpecker",0,41.072346,-74.963295
"DEWA","Vancampens Brook 43",2022,44.25,FALSE,"Red-bellied Woodpecker",0,41.072346,-74.963295
"DEWA","Vancampens Brook 43",2024,43,TRUE,"Red-bellied Woodpecker",0,41.072346,-74.963295
"DEWA","Dingmans Creek 39",2014,44,FALSE,"Downy Woodpecker",1,41.228953,-74.902314
"DEWA","Dingmans Creek 39",2016,41.5,FALSE,"Hairy Woodpecker",3,41.228953,-74.902314
"DEWA","Dingmans Creek 39",2016,41.5,FALSE,"Hairy Woodpecker",3,41.228953,-74.902314
"DEWA","Dingmans Creek 39",2018,44,FALSE,"Downy Woodpecker",3,41.228953,-74.902314
"DEWA","Dingmans Creek 39",2022,48.25,FALSE,"Downy Woodpecker",4,41.228953,-74.902314
"DEWA","Dingmans Creek 39",2024,47.75,FALSE,"Hairy Woodpecker",3,41.228953,-74.902314
"DEWA","Dingmans Creek 39",2024,48,FALSE,"Hairy Woodpecker",3,41.228953,-74.902314
"DEWA","Dingmans Creek 39",2024,49.5,FALSE,"Downy Woodpecker",3,41.228953,-74.902314
"DEWA","Dingmans Creek 39",2024,49.5,FALSE,"Downy Woodpecker",3,41.228953,-74.902314
"DEWA","Dingmans Creek 39",2024,49.75,FALSE,"Downy Woodpecker",3,41.228953,-74.902314
"DEWA","Dingmans Creek 39",2024,49.75,FALSE,"Hairy Woodpecker",3,41.228953,-74.902314
"DEWA","Dingmans Creek 39",2014,42.5,FALSE,"Downy Woodpecker",2,41.230493,-74.903691
"DEWA","Dingmans Creek 39",2016,41,FALSE,"Hairy Woodpecker",3,41.230493,-74.903691
"DEWA","Dingmans Creek 39",2016,41,FALSE,"Red-bellied Woodpecker",3,41.230493,-74.903691
"DEWA","Dingmans Creek 39",2016,41,FALSE,"Red-bellied Woodpecker",3,41.230493,-74.903691
"DEWA","Dingmans Creek 39",2016,41,FALSE,"Downy Woodpecker",3,41.230493,-74.903691
"DEWA","Dingmans Creek 39",2016,41,FALSE,"Downy Woodpecker",3,41.230493,-74.903691
"DEWA","Dingmans Creek 39",2016,41,FALSE,"Red-bellied Woodpecker",3,41.230493,-74.903691
"DEWA","Dingmans Creek 39",2016,40.5,FALSE,"Red-bellied Woodpecker",2,41.230493,-74.903691
"DEWA","Dingmans Creek 39",2016,40.5,FALSE,"Downy Woodpecker",2,41.230493,-74.903691
"DEWA","Dingmans Creek 39",2016,40.5,FALSE,"Downy Woodpecker",2,41.230493,-74.903691
"DEWA","Dingmans Creek 39",2016,40.5,FALSE,"Downy Woodpecker",2,41.230493,-74.903691
"DEWA","Dingmans Creek 39",2018,44,FALSE,"Downy Woodpecker",3,41.230493,-74.903691
"DEWA","Dingmans Creek 39",2014,47,FALSE,"Hairy Woodpecker",1,41.231499,-74.905425
"DEWA","Dingmans Creek 39",2014,45.75,FALSE,"Hairy Woodpecker",1,41.231499,-74.905425
"DEWA","Dingmans Creek 39",2014,40.75,FALSE,"Pileated Woodpecker",1,41.231499,-74.905425
"DEWA","Dingmans Creek 39",2016,39,FALSE,"Red-bellied Woodpecker",3,41.231499,-74.905425
"DEWA","Dingmans Creek 39",2018,46.25,FALSE,"Red-bellied Woodpecker",3,41.231499,-74.905425
"DEWA","Toms Creek 07",2018,42.5,FALSE,"Pileated Woodpecker",2,41.128127,-74.957467
"DEWA","Toms Creek 07",2018,44,FALSE,"Pileated Woodpecker",3,41.128127,-74.957467
"DEWA","Toms Creek 07",2022,44.5,TRUE,"Downy Woodpecker",3,41.128127,-74.957467
"DEWA","Toms Creek 07",2022,44.75,FALSE,"Downy Woodpecker",3,41.128127,-74.957467
"DEWA","Toms Creek 07",2024,44.75,FALSE,"Downy Woodpecker",3,41.12932,-74.959321
"DEWA","Toms Creek 07",2024,42.5,FALSE,"Pileated Woodpecker",3,41.12932,-74.959321
"DEWA","Toms Creek 07",2016,50.5,FALSE,"Downy Woodpecker",3,41.130571,-74.96103
"DEWA","Toms Creek 07",2018,48,FALSE,"Pileated Woodpecker",3,41.130571,-74.96103
"DEWA","Toms Creek 07",2022,50.25,FALSE,"Hairy Woodpecker",3,41.130571,-74.96103
"DEWA","Mill Creek 25",2014,37.5,FALSE,"Downy Woodpecker",1,41.165721,-74.924613
"DEWA","Mill Creek 25",2016,36.5,FALSE,"Downy Woodpecker",1,41.165721,-74.924613
"DEWA","Mill Creek 25",2016,37,FALSE,"Downy Woodpecker",1,41.165721,-74.924613
"DEWA","Mill Creek 25",2018,35,FALSE,"Red-bellied Woodpecker",2,41.165721,-74.924613
"DEWA","Mill Creek 25",2024,38,FALSE,"Pileated Woodpecker",2,41.165721,-74.924613
"DEWA","Mill Creek 25",2024,38,FALSE,"Red-bellied Woodpecker",2,41.165721,-74.924613
"DEWA","Mill Creek 25",2024,37.25,FALSE,"Pileated Woodpecker",3,41.165721,-74.924613
"DEWA","Mill Creek 25",2024,37.25,FALSE,"Pileated Woodpecker",3,41.165721,-74.924613
"DEWA","Mill Creek 25",2018,39.75,FALSE,"Downy Woodpecker",0,41.16756,-74.925094
"DEWA","Mill Creek 25",2018,40,FALSE,"Downy Woodpecker",0,41.16756,-74.925094
"DEWA","Mill Creek 25",2018,40,FALSE,"Downy Woodpecker",0,41.16756,-74.925094
"DEWA","Mill Creek 25",2022,43.25,TRUE,"Hairy Woodpecker",0,41.16756,-74.925094
"DEWA","Mill Creek 25",2024,41,FALSE,"Pileated Woodpecker",0,41.16756,-74.925094
"DEWA","Mill Creek 25",2024,41,FALSE,"Downy Woodpecker",0,41.16756,-74.925094
"DEWA","Mill Creek 25",2024,41,FALSE,"Downy Woodpecker",0,41.16756,-74.925094
"DEWA","Mill Creek 25",2024,40.5,FALSE,"Downy Woodpecker",0,41.16756,-74.925094
"DEWA","Mill Creek 25",2014,49.25,FALSE,"Downy Woodpecker",1,41.1688,-74.926679
"DEWA","Mill Creek 25",2014,40,FALSE,"Red-bellied Woodpecker",0,41.1688,-74.926679
"DEWA","Mill Creek 25",2016,36,TRUE,"Pileated Woodpecker",1,41.1688,-74.926679
"DEWA","Mill Creek 25",2018,34.75,FALSE,"Red-bellied Woodpecker",0,41.1688,-74.926679
"DEWA","Mill Creek 25",2018,36.25,FALSE,"Red-bellied Woodpecker",0,41.1688,-74.926679
"DEWA","Mill Creek 25",2018,36.25,FALSE,"Red-bellied Woodpecker",0,41.1688,-74.926679
"DEWA","Toms Creek 25",2017,48,FALSE,"Red-bellied Woodpecker",2,41.139735,-74.963192
"DEWA","Toms Creek 25",2017,45.75,FALSE,"Downy Woodpecker",3,41.139735,-74.963192
"DEWA","Toms Creek 25",2017,45.25,FALSE,"Downy Woodpecker",3,41.139735,-74.963192
"DEWA","Toms Creek 25",2023,41,FALSE,"Hairy Woodpecker",3,41.139735,-74.963192
"DEWA","Toms Creek 25",2023,41,FALSE,"Hairy Woodpecker",3,41.139735,-74.963192
"DEWA","Toms Creek 25",2023,41.75,FALSE,"Hairy Woodpecker",3,41.139735,-74.963192
"DEWA","Toms Creek 25",2023,41.5,FALSE,"Pileated Woodpecker",4,41.139735,-74.963192
"DEWA","Toms Creek 25",2023,41.5,FALSE,"Red-bellied Woodpecker",4,41.139735,-74.963192
"DEWA","Toms Creek 25",2023,41.5,FALSE,"Downy Woodpecker",4,41.139735,-74.963192
"DEWA","Toms Creek 25",2023,41.5,FALSE,"Pileated Woodpecker",4,41.139735,-74.963192
"DEWA","Toms Creek 25",2025,50.25,FALSE,"Hairy Woodpecker",3,41.139735,-74.963192
"DEWA","Toms Creek 25",2025,50.5,FALSE,"Hairy Woodpecker",3,41.139735,-74.963192
"DEWA","Toms Creek 25",2025,48.75,FALSE,"Hairy Woodpecker",3,41.139735,-74.963192
"DEWA","Toms Creek 25",2025,48.75,FALSE,"Pileated Woodpecker",3,41.139735,-74.963192
"DEWA","Toms Creek 25",2025,49,FALSE,"Pileated Woodpecker",3,41.139735,-74.963192
"DEWA","Toms Creek 25",2025,49,FALSE,"Hairy Woodpecker",3,41.139735,-74.963192
"DEWA","Toms Creek 25",2015,47.75,FALSE,"Downy Woodpecker",4,41.141514,-74.963585
"DEWA","Toms Creek 25",2015,47.75,FALSE,"Downy Woodpecker",4,41.141514,-74.963585
"DEWA","Toms Creek 25",2019,48,FALSE,"Hairy Woodpecker",4,41.141514,-74.963585
"DEWA","Toms Creek 25",2023,37.5,FALSE,"Red-bellied Woodpecker",4,41.141514,-74.963585
"DEWA","Toms Creek 25",2025,47,FALSE,"Downy Woodpecker",4,41.141514,-74.963585
"DEWA","Toms Creek 25",2025,47,FALSE,"Red-bellied Woodpecker",4,41.141514,-74.963585
"DEWA","Toms Creek 25",2025,46.5,FALSE,"Hairy Woodpecker",3,41.141514,-74.963585
"DEWA","Toms Creek 25",2025,46.5,FALSE,"Downy Woodpecker",3,41.141514,-74.963585
"DEWA","Toms Creek 25",2025,46.5,FALSE,"Downy Woodpecker",3,41.141514,-74.963585
"DEWA","Toms Creek 25",2025,51,FALSE,"Downy Woodpecker",3,41.143306,-74.963319
"DEWA","Toms Creek 25",2025,49.25,FALSE,"Red-bellied Woodpecker",3,41.143306,-74.963319
"DEWA","Toms Creek 25",2025,50.5,FALSE,"Pileated Woodpecker",3,41.143306,-74.963319
"DEWA","UNT Dingmans Creek 07",2015,49.5,TRUE,"Pileated Woodpecker",3,41.23173,-74.885868
"DEWA","UNT Dingmans Creek 07",2019,46.5,FALSE,"Pileated Woodpecker",3,41.23173,-74.885868
"DEWA","UNT Dingmans Creek 07",2023,36,TRUE,"Downy Woodpecker",3,41.23173,-74.885868
"DEWA","UNT Dingmans Creek 07",2023,36,TRUE,"Downy Woodpecker",3,41.23173,-74.885868
"DEWA","UNT Dingmans Creek 07",2023,34.5,TRUE,"Downy Woodpecker",3,41.23173,-74.885868
"DEWA","UNT Dingmans Creek 07",2025,39.25,TRUE,"Red-bellied Woodpecker",3,41.23173,-74.885868
"DEWA","UNT Dingmans Creek 07",2017,49.75,TRUE,"Downy Woodpecker",1,41.233607,-74.885742
"DEWA","UNT Dingmans Creek 07",2017,49.75,TRUE,"Downy Woodpecker",1,41.233607,-74.885742
"DEWA","UNT Dingmans Creek 07",2023,42,TRUE,"Downy Woodpecker",2,41.233607,-74.885742
"DEWA","UNT Dingmans Creek 07",2023,42,TRUE,"Red-bellied Woodpecker",2,41.233607,-74.885742
"DEWA","UNT Dingmans Creek 07",2023,34.25,TRUE,"Pileated Woodpecker",2,41.233607,-74.885742
"DEWA","UNT Dingmans Creek 07",2025,37.5,TRUE,"Red-bellied Woodpecker",1,41.233607,-74.885742
"DEWA","UNT Dingmans Creek 07",2025,39.25,TRUE,"Pileated Woodpecker",1,41.233607,-74.885742
"DEWA","UNT Dingmans Creek 07",2025,47.75,TRUE,"Hairy Woodpecker",4,41.233607,-74.885742
"DEWA","UNT Dingmans Creek 07",2025,48,TRUE,"Downy Woodpecker",4,41.233607,-74.885742
"DEWA","UNT Dingmans Creek 07",2025,48,TRUE,"Hairy Woodpecker",4,41.233607,-74.885742
"DEWA","UNT Dingmans Creek 07",2015,44,TRUE,"Hairy Woodpecker",4,41.235308,-74.886034
"DEWA","UNT Dingmans Creek 07",2015,44,TRUE,"Hairy Woodpecker",4,41.235308,-74.886034
"DEWA","UNT Dingmans Creek 07",2015,47,TRUE,"Downy Woodpecker",0,41.235308,-74.886034
"DEWA","UNT Dingmans Creek 07",2017,39.75,FALSE,"Red-bellied Woodpecker",0,41.235308,-74.886034
"DEWA","UNT Dingmans Creek 07",2019,45,TRUE,"Hairy Woodpecker",0,41.235308,-74.886034
"DEWA","UNT Dingmans Creek 07",2023,39,TRUE,"Downy Woodpecker",4,41.235308,-74.886034
"DEWA","UNT Dingmans Creek 07",2023,39,TRUE,"Hairy Woodpecker",4,41.235308,-74.886034
"DEWA","UNT Dingmans Creek 07",2023,38,TRUE,"Red-bellied Woodpecker",4,41.235308,-74.886034
"DEWA","UNT Dingmans Creek 07",2023,37.75,TRUE,"Pileated Woodpecker",0,41.235308,-74.886034
"DEWA","UNT Dingmans Creek 07",2023,35.5,TRUE,"Red-bellied Woodpecker",0,41.235308,-74.886034
"DEWA","UNT Dingmans Creek 07",2025,40,TRUE,"Red-bellied Woodpecker",0,41.235308,-74.886034
"DEWA","UNT Dingmans Creek 07",2025,40,TRUE,"Red-bellied Woodpecker",0,41.235308,-74.886034
"DEWA","Vancampens Brook 22",2017,43.5,FALSE,"Downy Woodpecker",2,41.063406,-74.9861
"DEWA","Vancampens Brook 22",2017,43.25,FALSE,"Red-bellied Woodpecker",1,41.064718,-74.984339
"DEWA","Vancampens Brook 22",2019,44.5,FALSE,"Pileated Woodpecker",0,41.065868,-74.982584
"DEWA","Vancampens Brook 22",2023,43.75,FALSE,"Red-bellied Woodpecker",1,41.065868,-74.982584
"DEWA","Vancampens Brook 22",2025,38.5,FALSE,"Red-bellied Woodpecker",0,41.065868,-74.982584
"DEWA","Vancampens Brook 22",2025,38.5,FALSE,"Red-bellied Woodpecker",0,41.065868,-74.982584
"DEWA","UNT Vancampens Brook 05",2015,49.5,FALSE,"Hairy Woodpecker",2,41.08832,-74.943633
"DEWA","UNT Vancampens Brook 05",2025,39.5,FALSE,"Hairy Woodpecker",3,41.08832,-74.943633
"DEWA","UNT Vancampens Brook 05",2015,47.5,FALSE,"Hairy Woodpecker",4,41.087053,-74.942297
"DEWA","UNT Vancampens Brook 05",2015,47.75,FALSE,"Red-bellied Woodpecker",4,41.087053,-74.942297
"DEWA","UNT Vancampens Brook 05",2017,41.5,FALSE,"Downy Woodpecker",3,41.087053,-74.942297
"DEWA","UNT Vancampens Brook 05",2017,41.5,FALSE,"Downy Woodpecker",3,41.087053,-74.942297
"DEWA","UNT Vancampens Brook 05",2019,47.5,FALSE,"Hairy Woodpecker",3,41.087053,-74.942297
"DEWA","UNT Vancampens Brook 05",2019,48.25,FALSE,"Hairy Woodpecker",3,41.087053,-74.942297
"DEWA","UNT Vancampens Brook 05",2025,46.25,FALSE,"Pileated Woodpecker",3,41.087053,-74.942297
"DEWA","UNT Vancampens Brook 05",2025,46.25,FALSE,"Red-bellied Woodpecker",3,41.087053,-74.942297
"DEWA","UNT Vancampens Brook 05",2015,49.25,FALSE,"Red-bellied Woodpecker",3,41.085603,-74.940515
"DEWA","UNT Vancampens Brook 05",2025,47.5,FALSE,"Red-bellied Woodpecker",3,41.085603,-74.940515
"DEWA","Adams Creek 03",2017,53,FALSE,"Pileated Woodpecker",3,41.240362,-74.867861
"DEWA","Adams Creek 03",2019,53.25,FALSE,"Pileated Woodpecker",3,41.241412,-74.869488
"DEWA","Adams Creek 03",2023,47.5,FALSE,"Red-bellied Woodpecker",4,41.241412,-74.869488
"DEWA","Adams Creek 03",2025,48,FALSE,"Pileated Woodpecker",3,41.241412,-74.869488
"DEWA","Adams Creek 03",2015,53.75,FALSE,"Pileated Woodpecker",3,41.242589,-74.871547
"DEWA","Adams Creek 03",2019,49,FALSE,"Hairy Woodpecker",4,41.242589,-74.871547
"DEWA","Adams Creek 03",2019,49,FALSE,"Pileated Woodpecker",4,41.242589,-74.871547
"DEWA","Adams Creek 03",2019,48.25,FALSE,"Pileated Woodpecker",4,41.242589,-74.871547
"DEWA","Adams Creek 03",2023,48,FALSE,"Hairy Woodpecker",4,41.242589,-74.871547
"DEWA","Adams Creek 03",2023,55.5,FALSE,"Hairy Woodpecker",4,41.242589,-74.871547
"DEWA","White Brook 15",2015,51.5,TRUE,"Downy Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2017,37.5,FALSE,"Red-bellied Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2017,39.25,FALSE,"Downy Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2017,39.25,FALSE,"Red-bellied Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2019,47.5,FALSE,"Pileated Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2019,46.5,FALSE,"Pileated Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2023,36.25,TRUE,"Downy Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2023,36.25,TRUE,"Downy Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2023,36.25,TRUE,"Downy Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2023,36.25,TRUE,"Red-bellied Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2023,35.5,TRUE,"Downy Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2023,35.5,TRUE,"Downy Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2025,45,TRUE,"Downy Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2025,46,TRUE,"Pileated Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2025,46,TRUE,"Downy Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2025,46,TRUE,"Red-bellied Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2025,46,TRUE,"Pileated Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2025,46,TRUE,"Red-bellied Woodpecker",2,41.296372,-74.796334
"DEWA","White Brook 15",2015,44,TRUE,"Red-bellied Woodpecker",0,41.29441,-74.795445
"DEWA","White Brook 15",2015,44,TRUE,"Pileated Woodpecker",0,41.29441,-74.795445
"DEWA","White Brook 15",2015,45.25,TRUE,"Downy Woodpecker",0,41.29441,-74.795445
"DEWA","White Brook 15",2017,42.75,TRUE,"Red-bellied Woodpecker",0,41.29441,-74.795445
"DEWA","White Brook 15",2017,42.75,TRUE,"Downy Woodpecker",0,41.29441,-74.795445
"DEWA","White Brook 15",2017,42.75,TRUE,"Hairy Woodpecker",0,41.29441,-74.795445
"DEWA","White Brook 15",2017,38.5,FALSE,"Downy Woodpecker",0,41.29441,-74.795445
"DEWA","White Brook 15",2019,40.75,FALSE,"Downy Woodpecker",0,41.29441,-74.795445
"DEWA","White Brook 15",2023,36.75,TRUE,"Hairy Woodpecker",0,41.29441,-74.795445
"DEWA","White Brook 15",2023,40,TRUE,"Downy Woodpecker",0,41.29441,-74.795445
"DEWA","White Brook 15",2023,40,TRUE,"Downy Woodpecker",0,41.29441,-74.795445
"DEWA","White Brook 15",2017,38.5,TRUE,"Red-bellied Woodpecker",0,41.293454,-74.793732
"DEWA","White Brook 15",2017,42.25,TRUE,"Downy Woodpecker",0,41.293454,-74.793732
"DEWA","White Brook 15",2019,40,TRUE,"Pileated Woodpecker",0,41.293454,-74.793732
"DEWA","White Brook 15",2023,38,TRUE,"Downy Woodpecker",0,41.293454,-74.793732
"DEWA","White Brook 15",2023,38,TRUE,"Red-bellied Woodpecker",0,41.293454,-74.793732
"DEWA","White Brook 15",2023,40,TRUE,"Red-bellied Woodpecker",0,41.293454,-74.793732
"DEWA","White Brook 15",2023,36,TRUE,"Red-bellied Woodpecker",0,41.293454,-74.793732
"DEWA","White Brook 15",2023,37.75,TRUE,"Downy Woodpecker",0,41.293454,-74.793732
"DEWA","White Brook 15",2023,37.75,TRUE,"Downy Woodpecker",0,41.293454,-74.793732
"DEWA","White Brook 15",2025,45.75,TRUE,"Downy Woodpecker",0,41.293454,-74.793732
"DEWA","Sand Hill Creek 08",2023,58,TRUE,"Red-bellied Woodpecker",3,41.083222,-75.012295
"DEWA","Sand Hill Creek 08",2025,41.75,TRUE,"Downy Woodpecker",3,41.083222,-75.012295
"DEWA","Sand Hill Creek 08",2025,41.75,TRUE,"Downy Woodpecker",3,41.083222,-75.012295
"DEWA","Sand Hill Creek 08",2025,42.25,TRUE,"Downy Woodpecker",3,41.083222,-75.012295
"DEWA","Sand Hill Creek 08",2015,50.75,TRUE,"Hairy Woodpecker",0,41.082105,-75.014279
"DEWA","Sand Hill Creek 08",2015,49.25,TRUE,"Hairy Woodpecker",0,41.082105,-75.014279
"DEWA","Sand Hill Creek 08",2015,49.25,TRUE,"Hairy Woodpecker",0,41.082105,-75.014279
"DEWA","Sand Hill Creek 08",2015,50,TRUE,"Red-bellied Woodpecker",0,41.082105,-75.014279
"DEWA","Sand Hill Creek 08",2015,50.5,TRUE,"Red-bellied Woodpecker",0,41.082105,-75.014279
"DEWA","Sand Hill Creek 08",2017,48.5,TRUE,"Pileated Woodpecker",0,41.082105,-75.014279
"DEWA","Sand Hill Creek 08",2017,51.5,TRUE,"Downy Woodpecker",0,41.082105,-75.014279
"DEWA","Sand Hill Creek 08",2017,51.5,TRUE,"Pileated Woodpecker",0,41.082105,-75.014279
"DEWA","Sand Hill Creek 08",2017,42.25,TRUE,"Downy Woodpecker",0,41.082105,-75.014279
"DEWA","Sand Hill Creek 08",2019,49.5,TRUE,"Downy Woodpecker",0,41.082105,-75.014279
"DEWA","Sand Hill Creek 08",2023,48.25,TRUE,"Red-bellied Woodpecker",2,41.082105,-75.014279
"DEWA","Sand Hill Creek 08",2023,49.5,TRUE,"Downy Woodpecker",0,41.082105,-75.014279
"DEWA","Sand Hill Creek 08",2017,48.75,TRUE,"Downy Woodpecker",0,41.082103,-75.016753
"DEWA","Sand Hill Creek 08",2019,54.5,TRUE,"Downy Woodpecker",3,41.082103,-75.016753
"DEWA","Yards Creek 07",2023,35.75,FALSE,"Downy Woodpecker",0,41.028826,-75.002853
"DEWA","Yards Creek 07",2023,36.75,FALSE,"Red-bellied Woodpecker",0,41.028826,-75.002853
"DEWA","Yards Creek 07",2023,45.75,FALSE,"Red-bellied Woodpecker",0,41.030352,-75.003838
"DEWA","Yards Creek 07",2025,54.75,FALSE,"Hairy Woodpecker",0,41.030352,-75.003838
"DEWA","Yards Creek 07",2015,56.5,FALSE,"Downy Woodpecker",0,41.031749,-75.005185
"DEWA","Yards Creek 07",2015,56.5,FALSE,"Downy Woodpecker",0,41.031749,-75.005185
"DEWA","Yards Creek 07",2015,56.5,FALSE,"Downy Woodpecker",0,41.031749,-75.005185
"DEWA","Dingmans Creek 30",2023,51.5,FALSE,"Red-bellied Woodpecker",4,41.230533,-74.894887
"DEWA","Dingmans Creek 30",2023,40.5,FALSE,"Downy Woodpecker",3,41.230533,-74.894887
"DEWA","Dingmans Creek 30",2025,44,FALSE,"Red-bellied Woodpecker",3,41.230533,-74.894887
"DEWA","Dingmans Creek 30",2025,43.25,FALSE,"Downy Woodpecker",3,41.230533,-74.894887
"DEWA","Dingmans Creek 30",2025,43.25,FALSE,"Red-bellied Woodpecker",3,41.230533,-74.894887
"DEWA","Dingmans Creek 30",2019,51.25,FALSE,"Downy Woodpecker",3,41.229776,-74.897088
"DEWA","Dingmans Creek 30",2025,42.5,FALSE,"Downy Woodpecker",3,41.229776,-74.897088
"DEWA","Dingmans Creek 30",2017,47,FALSE,"Hairy Woodpecker",3,41.228907,-74.899011
"DEWA","Dingmans Creek 30",2023,36.5,FALSE,"Red-bellied Woodpecker",3,41.228907,-74.899011
"DEWA","Dingmans Creek 30",2023,39.5,FALSE,"Hairy Woodpecker",3,41.228907,-74.899011
"DEWA","Dingmans Creek 30",2023,39.5,FALSE,"Pileated Woodpecker",3,41.228907,-74.899011
"DEWA","Dingmans Creek 30",2023,39.25,FALSE,"Pileated Woodpecker",3,41.228907,-74.899011
"DEWA","Dingmans Creek 30",2025,40.25,FALSE,"Red-bellied Woodpecker",3,41.228907,-74.899011
"DEWA","Dingmans Creek 30",2025,40.25,FALSE,"Hairy Woodpecker",3,41.228907,-74.899011
"DEWA","Raymondskill Creek 13",2019,59,FALSE,"Pileated Woodpecker",3,41.293402,-74.845805
"DEWA","Raymondskill Creek 13",2017,44,FALSE,"Downy Woodpecker",3,41.29503,-74.845272
"DEWA","Raymondskill Creek 13",2023,47,FALSE,"Pileated Woodpecker",3,41.296024,-74.843093
"DEWA","Dunnfield Creek 26",2017,38.5,FALSE,"Red-bellied Woodpecker",3,40.982735,-75.107444
"DEWA","Dunnfield Creek 26",2025,39.75,FALSE,"Red-bellied Woodpecker",3,40.982735,-75.107444
"DEWA","Dunnfield Creek 26",2015,51.5,FALSE,"Hairy Woodpecker",3,40.983581,-75.105582
"DEWA","Dunnfield Creek 26",2015,51.5,FALSE,"Hairy Woodpecker",3,40.983581,-75.105582
"DEWA","Dunnfield Creek 26",2017,39.25,FALSE,"Downy Woodpecker",3,40.983581,-75.105582
"DEWA","Dunnfield Creek 26",2019,48.25,FALSE,"Pileated Woodpecker",4,40.983581,-75.105582
"DEWA","Dunnfield Creek 26",2023,37.5,FALSE,"Hairy Woodpecker",3,40.983581,-75.105582
"DEWA","Dunnfield Creek 26",2025,47.5,FALSE,"Downy Woodpecker",3,40.983581,-75.105582
"DEWA","Dunnfield Creek 26",2017,46,FALSE,"Pileated Woodpecker",3,40.984725,-75.103492
"DEWA","Dunnfield Creek 26",2017,45.75,FALSE,"Pileated Woodpecker",3,40.984725,-75.103492
"DEWA","Dunnfield Creek 26",2023,36.75,FALSE,"Red-bellied Woodpecker",3,40.984725,-75.103492
"DEWA","Dunnfield Creek 26",2023,36.75,FALSE,"Pileated Woodpecker",3,40.984725,-75.103492
"DEWA","Dunnfield Creek 26",2023,36.5,FALSE,"Pileated Woodpecker",3,40.984725,-75.103492
"DEWA","Dunnfield Creek 26",2023,36.5,FALSE,"Red-bellied Woodpecker",3,40.984725,-75.103492
"DEWA","Dunnfield Creek 26",2025,42.75,FALSE,"Pileated Woodpecker",3,40.984725,-75.103492
"DEWA","Dunnfield Creek 26",2025,45.5,FALSE,"Pileated Woodpecker",3,40.984725,-75.103492
"DEWA","Toms Creek 03",2017,42.75,FALSE,"Red-bellied Woodpecker",4,41.125593,-74.95518
"DEWA","Toms Creek 03",2025,45.75,TRUE,"Downy Woodpecker",3,41.125593,-74.95518
"DEWA","Toms Creek 03",2023,42.75,FALSE,"Downy Woodpecker",3,41.127289,-74.956282
"DEWA","Toms Creek 03",2025,48.5,FALSE,"Downy Woodpecker",3,41.127289,-74.956282
"DEWA","Toms Creek 03",2025,48.5,FALSE,"Red-bellied Woodpecker",3,41.127289,-74.956282
"DEWA","Toms Creek 03",2025,48.75,FALSE,"Red-bellied Woodpecker",3,41.127289,-74.956282
"DEWA","Toms Creek 03",2025,48.75,FALSE,"Red-bellied Woodpecker",3,41.127289,-74.956282
"DEWA","Toms Creek 03",2025,46.25,FALSE,"Downy Woodpecker",3,41.127289,-74.956282
"DEWA","Toms Creek 03",2025,43.5,FALSE,"Downy Woodpecker",3,41.127289,-74.956282
"DEWA","Toms Creek 03",2015,52,FALSE,"Pileated Woodpecker",3,41.128772,-74.957765
"DEWA","Hornbecks Creek 15",2017,42,FALSE,"Downy Woodpecker",3,41.192493,-74.897827
"DEWA","Hornbecks Creek 15",2017,41.25,FALSE,"Downy Woodpecker",3,41.192493,-74.897827
"DEWA","Hornbecks Creek 15",2017,40.5,FALSE,"Downy Woodpecker",3,41.192493,-74.897827
"DEWA","Hornbecks Creek 15",2017,40.5,FALSE,"Downy Woodpecker",3,41.192493,-74.897827
"DEWA","Hornbecks Creek 15",2019,43,FALSE,"Pileated Woodpecker",3,41.192493,-74.897827
